key	RU	EN	ES-EU	ES_LA	PT-BR	PT-EU	FR	DE	JA	KO	ZH-S	ZH-T	TR	TH	IT	ID
push_48h	Ты нужен своему миру!	Your world needs you!	¡Tu mundo te necesita!	¡Tu mundo te necesita!	O mundo precisa de você!	O mundo precisa de ti!	Ton monde a besoin de toi !	Deine Welt braucht dich!	世界にはあなたが必要です！	세계는 당신을 필요로 합니다!	你的世界需要你！	你的世界需要你！	Dünyanın sana ihtiyacı var!	โลกต้องการคุณ!	Il tuo mondo ha bisogno di te!	Duniamu memerlukanmu!
tip_shop	Покупай существ!	Buy more creatures!	¡Compra más criaturas!	¡Compra más criaturas!	Compre mais criaturas!	Compra mais criaturas!	Achète plus de créatures !	Kaufe mehr Wesen!	もっと生き物を購入しましょう！	더 많은 생물을 구매하세요!	购买更多生物！	購買更多生物！	Daha fazla yaratık satın al!	ซื้อสิ่งมีชีวิตเพิ่ม!	Acquista altre creature!	Beli makhluk lain!
tip_tap	Тапай, чтобы получить	Tap to get	Toca para conseguir	Toca para obtener	Toque para obter	Toca para obter	Clique pour obtenir	Tippen, um zu erhalten	タップして取得	탭하여 취득하세요	点击获取	點擊取得	Almak için dokun	แตะเพื่อรับ	Tocca per ottenere	Ketuk untuk mendapatkan
slot_spins	{0} спинов через: {1}	{0} spins in: {1}	{0} vueltas dentro de: {1}	{0} giros dentro de: {1}	{0} giros em: {1}	{0} rotações em: {1}	{0} effets dans : {1}	{0} dreht sich in: {1}	{0} 回スピンまであと：{1}	{0} 스핀: {1}	{0}旋转所需时间：{1}	{1} 後取得 {0} 次機會	{0} dönüşüne kalan süre: {1}	หมุน {0} ครั้งภายในเวลา: {1}	{0} giri in: {1}	{0} putaran dalam: {1}
cansel	Отмена	Cancel	Cancelar	Cancelar	Cancelar	Cancelar	Annuler	Abbrechen	キャンセル	취소	取消	取消	İptal	ยกเลิก	Annulla	Batalkan
creature_reward	Существо!	Creature!	¡Criatura!	¡Criatura!	Criatura!	Criatura!	Créature !	Monster!	生き物だ！	피조물!	生物！	生物！	Yaratık!	สิ่งมีชีวิต!	Creatura!	Makhluk!
spins_reward	Спины!	Spins!	¡Giros!	¡Giros!	Giros!	Rotações!	Spins !	Spins!	スピン！	스핀!	旋转！	旋轉！	Spin'ler!	หมุน!	Gira!	Putar!
empty_reward	Ничегошеньки	Empty	Vacío	Vacía	Vazio	Vazio	Vide	Leer	何もありません	비어 있음	空	空白	Boş	ว่าง	Vuota	Kosong
autospin_tip	Держите для автоспина	Hold for AutoSpin	Espera al giro automático.	Espera el giro automático	Manter para giro autom	Suspender para Rotação Automática	Gardez pour l'auto-spin	Halten für AutoSpin	ホールドして自動スピン	AutoSpin 대기	按住进行“自动旋转”	按住來自動旋轉	Otomatik Çevirme için bekle	ค้างไว้เพื่อ "หมุนอัตโนมัติ"	Tieni premuto per girare automaticamente	Tahan untuk Putaran Otomatis
push_spin	Все cпины готовы крутиться!	All spins are ready to be spinned!	¡Ya están disponibles todos los giros!	All spins are ready to be spined!	Todos os giros já foram usados!	Todas as rotações já foram usadas!	Tous les spins sont prêts à être utilisés !	Alle Spins sind bereit, gedreht zu werden!	全部のスピンでスピンする準備ができています！	모든 스핀의 스핀 작업 준비 완료!	所有旋转准备好进行旋转！	所有旋轉都能夠使用了！	Tüm spin'ler dönmeye hazır!	ทุกอย่างพร้อมแล้วสำหรับการหมุน!	Tutti i giri sono pronti per partire!	Semua putaran siap diputar!
ads_spins_number	+{0} спинов	=+{0} spins	+{0} giros	+{0} giros	+{0} giros	=+{0} rotações	+{0} spins	+{0} Spins	+{0} スピン	+{0} 스핀	+{0} 旋转	=+{0} 旋轉	+{0} spin	+{0} การหมุน	+{0} giri	+{0} putaran
crosspromo_title	ПОПРОБУЙ НОВУЮ ИГРУ!	TRY OUR NEW GAME!	¡PRUEBA NUESTRO NUEVO JUEGO!	¡PRUEBA NUESTRO NUEVO JUEGO!	EXPERIMENTE NOSSO NOVO JOGO!	EXPERIMENTA O NOSSO NOVO JOGO!	ESSAYEZ NOTRE NOUVEAU JEU !	TESTE UNSER NEUES SPIEL!	新しいゲームを試してみよう！	새로운 게임을 즐겨보세요!	试试我们的新游戏！	試試我們的新遊戲！	YENİ OYUNUMUZU DENE!	ลองเกมใหม่ของเรากันเถอะ!	PROVA IL NOSTRO NUOVO GIOCO!	COBA GAME BARU KAMI!
crosspromo_body	СКАЧАЙ И ПОЛУЧИ	DOWNLOAD AND GET	DESCARGAR Y OBTENER	DESCARGAR Y OBTENER	BAIXE E INSTALE	DESCARREGAR E OBTER	TÉLÉCHARGEZ POUR OBTENIR	LADE HERUNTER UND ERHALTE	ダウンロードしてゲット	다운로드해서 확보	下载获得	下載來獲得	HEMEN İNDİR	ดาวน์โหลดและรับ	SCARICA E OTTIENI	UNDUH DAN DAPATKAN
crosspromo_download	СКАЧАТЬ	DOWNLOAD	DESCARGAR	DESCARGAR	BAIXAR	DESCARREGAR	TÉLÉCHARGER	HERUNTERLADEN	ダウンロード	다운로드	下载	下載來獲得	İNDİR	ดาวน์โหลด	SCARICA	UNDUH
crosspromo_no	Я НЕ ХОЧУ БЕСПЛАТНЫХ ГЕМОВ	I DON'T WANT FREE CRYSTALS	NO QUIERO CRISTALES GRATIS	NO QUIERO CRISTALES GRATIS	NÃO QUERO CRISTAIS GRÁTIS	NÃO QUERO CRISTAIS GRÁTIS	JE NE VEUX PAS DE CRISTAUX GRATUITS	ICH MÖCHTE KEINE KOSTENLOSEN KRISTALLE	無料のクリスタルは不要です	난 무료 크리스털은 필요 없어	我不想要免费的水晶	我不想要免費水晶	ÜCRETSİZ KRİSTALLER İSTEMİYORUM	ฉันไม่ต้องการรับคริสตัลฟรี	NON VOGLIO CRISTALLI GRATIS	AKU TIDAK INGIN KRISTAL GRATIS
interstitial_reward_title	СПАСИБО ЗА ПРОСМОТР! ВОТ ВАША НАГРАДА	THANKS FOR WATCHING!  HERE'S YOUR REWARD	¡GRACIAS POR VER EL ANUNCIO! AQUÍ TIENES TU RECOMPENSA	¡GRACIAS POR VER EL ANUNCIO! AQUÍ TIENES TU RECOMPENSA	OBRIGADO POR ASSISTIR! AQUI ESTÁ SUA RECOMPENSA	OBRIGADO POR VERES! EIS A TUA RECOMPENSA	MERCI D'AVOIR REGARDÉ L'ANNONCE ! VOICI VOTRE RÉCOMPENSE	VIELEN DANK! HIER IST DEINE BELOHNUNG	視聴ありがとうございます！ こちらが報酬です	시청해 주셔서 감사합니다! 여기 여러분을 위한 보상이 있습니다	感谢观看！ 这是你的奖励	感謝你的觀賞！ 以下是你的獎勵	İZLEDİĞİN İÇİN TEŞEKKÜRLER! İŞTE ÖDÜLÜN	ขอบคุณที่ดูโฆษณา! นี่คือรางวัลของคุณ	GRAZIE PER AVER GUARDATO IL VIDEO!  ECCO LA TUA RICOMPENSA	TERIMA KASIH SUDAH MENYAKSIKAN!  INI HADIAHMU
monster	существо	creature	criatura	criatura	criatura	criatura	créature	Wesen	生き物	창작물	生物	生物	yaratık	สิ่งมีชีวิต	creatura	makhluk
welcome_back_title	С ВОЗВРАЩЕНИЕМ	WELCOME BACK	¡NOS ALEGRAMOS DE VERTE DE NUEVO!	¡QUÉ ALEGRÍA VERTE DE NUEVO!	QUE BOM QUE VOCÊ VOLTOU	BEM-VINDO DE VOLTA	RAVIS DE VOTRE RETOUR	WILLKOMMEN ZURÜCK	おかえり	다시 오신 것을 환영합니다	欢迎回来	歡迎回來	TEKRAR HOŞ GELDİN	ยินดีต้อนรับอีกครั้ง	BENTORNATO	SELAMAT DATANG KEMBALI
welcome_back_disc	У НАС ДЛЯ ВАС ПОДАРОК!	HERE'S A FREE GIFT!	¡AQUÍ TIENES UN REGALO!	¡AQUÍ TIENES UN REGALO!	AQUI ESTÁ SEU PRESENTE!	EIS UMA OFERTA GRATUITA!	VOICI UN CADEAU POUR VOUS !	EIN KOSTENLOSES GESCHENK FÜR DICH!	こちらが無料ギフトです！	무료 선물이 있습니다!	这是一个免费礼物！	給你的免費禮物！	İŞTE ÜCRETSİZ BİR HEDİYE	นี่คือของขวัญฟรี!	C'È UN REGALO PER TE!	INI ADA HADIAH GRATIS!
vibro	Вибрация	Vibration	Vibración	Vibración	Vibração	Vibração	Vibration	Vibration	バイブレーション	진동	振动	震動	Titreşim	การสั่น	Vibrazione	Getaran
interstitial_reward_title_b	СПАСИБО ЗА ПРОСМОТР! ВЫБЕРИТЕ НАГРАДУ:	THANKS FOR WATCHING!  CHOOSE YOUR REWARD:	¡GRACIAS POR VER EL ANUNCIO! ELIGE UNA RECOMPENSA:	¡GRACIAS POR VER EL ANUNCIO! ELIGE UNA RECOMPENSA:	OBRIGADO POR ASSISTIR! ESCOLHA SUA RECOMPENSA:	OBRIGADO POR VERES! ESCOLHE A TUA RECOMPENSA:	MERCI D'AVOIR REGARDÉ L'ANNONCE ! CHOISISSEZ VOTRE RÉCOMPENSE :	VIELEN DANK! WÄHLE DEINE BELOHNUNG:	視聴ありがとうございます！ 報酬を選ぶ：	시청해 주셔서 감사합니다! 보상 선택:	感谢观看！ 选择你的奖励：	感謝你的觀賞！ 請選擇你的獎勵！	İZLEDİĞİN İÇİN TEŞEKKÜRLER! ÖDÜLÜNÜ SEÇ:	ขอบคุณที่ดูโฆษณา! เลือกรางวัลของคุณ:	GRAZIE PER AVER GUARDATO IL VIDEO!   SCEGLI LA TUA RICOMPENSA:	TERIMA KASIH SUDAH MENYAKSIKAN!  PILIH HADIAHMU:
offer_firstcreature_title	БОНУС КЛОНИРОВАНИЯ	MULTIPLY BONUS	BONIFICACIÓN DE MULTIPLICACIÓN	BONIFICACIÓN DE MULTIPLICACIÓN	BÔNUS DE MULTIPLICAÇÃO	BÓNUS DE MULTIPLICAÇÃO	MULTIPLIER LE BONUS	BONUS-MULTIPLIKATOR	ボーナス倍増	보너스 증가	乘以奖励	多倍獎勵	BONUSU KATLA	เพิ่มโบนัสทวีคูณ	MOLTIPLICA BONUS	GANDAKAN BONUS
offer_skipepochs_title	УСКОРЕННАЯ ЭВОЛЮЦИЯ	EVOLUTION BOOST	POTENCIADOR DE EVOLUCIÓN	POTENCIADOR DE EVOLUCIÓN	IMPULSÃO DE EVOLUÇÃO	IMPULSÃO DE EVOLUÇÃO	BOOST D'ÉVOLUTION	EVOLUTIONSBOOSTER	進化をブースト	진화 부스트	进化提升	進化加速	EVRİM DESTEĞİ	เพิ่มวิวัฒนาการ	POTENZIA L'EVOLUZIONE	PENDORONG EVOLUSI
offer_skipepochs_desc	ПРОПУСК ДВУХ ЭПОХ!	SKIP TWO EPOCHS!	¡OMITE DOS ÉPOCAS!	¡OMITE DOS ÉPOCAS!	PULE DUAS ÉPOCAS!	SALTAR DUAS ÉPOCAS!	SAUTEZ DEUX ÈRES !	ZWEI EPOCHEN ÜBERSPRINGEN!	2つのエポックをスキップ！	두 시대를 건너뛰세요!	跳过两个时代！	跳過兩個時期	İKİ ÇAĞ ATLA!	ข้ามสองยุค!	SALTA DUE EPOCHE!	LEWATI DUA ZAMAN!
offer_spins_title	МАСТЕР СПИНОВ	SPIN MASTER	MAESTRO DE LOS GIROS	MAESTRO DE LOS GIROS	MESTRE DO GIRO	MESTRE DA ROTAÇÃO	MAÎTRE DE LA ROUE	SPIN-MEISTER	スピンマスター	스핀 장인	回旋大师	旋轉大師	DÖNÜŞ USTASI	เจ้าแห่งการหมุน	CAMPIONE DEI GIRI	RAJA PUTARAN
offer_spins_fullrestore	ПОЛНОЕ ВОССТАНОВЛЕНИЕ	FULL RESTORE	RESTAURACIÓN COMPLETA	RESTAURACIÓN COMPLETA	RESTAURAÇÃO COMPLETA	RESTAURAÇÃO COMPLETA	RESTAURATION COMPLÈTE	VOLLSTÄNDIG WIEDERHERSTELLEN	完全復元	전부 회복	完全恢复	完全恢復	TAMAMEN GERİ YÜKLE	กู้คืนทั้งหมด	RIPRISTINO COMPLETO	PEMULIHAN PENUH
offer_spins_restorenumber	+{0} МАКС. СПИНОВ	+{0} MAX SPINS	+{0} GIROS MÁX.	+{0} GIROS MÁX.	+{0} GIROS MÁX	+{0} ROTAÇÕES MÁX.	+{0} TOURS MAX	+{0} MAX SPINS	+{0} 最大スピン	최대 스핀+{0}	+{0} 最多回旋	最多旋轉+{0}	+{0} MAKS. DÖNÜŞ	+{0} การหมุนสูงสุด	+{0} GIRI AL MASSIMO	MAKS +{0} PUTARAN
offer_spins_permanently	НАВСЕГДА	PERMANENTLY	PERMANENTEMENTE	PERMANENTEMENTE	PERMANENTEMENTE	PERMANENTEMENTE	EN PERMANENCE	DAUERHAFT	永続的	영구적으로	永久	永久	KALICI OLARAK	อย่างถาวร	DEFINITIVAMENTE	PERMANEN
one_time_offer_message	Внимание - это разовое предложение! Если вы закроете это окно, то больше не сможете его купить.	Attention: this is one-time offer! If you close this window, you will no longer be able to buy it.	Atención: ¡Esta es una oferta única! Si cierras la ventana, ya no podrás aprovecharla.	Atención: ¡Esta es una oferta única! Si cierras la ventana, ya no podrás aprovecharla.	Atenção: esta é uma oferta única! Se você fechar esta janela, não poderá mais comprá-la.	Atenção: esta é uma oferta única! Se fechares esta janela, não poderás mais adquiri-la.	Attention : il s'agit d'une offre unique ! Si vous fermez cette fenêtre, vous perdez l'occasion de profiter de l'offre.	Achtung: Dies ist ein einmaliges Angebot! Wenn du das Fenster schließt, kannst du es nicht mehr kaufen.	ご注意ください：このオファーは1度限りです！このウィンドウを閉じると、もう購入できません。	주의: 이 기회는 다시 돌아오지 않습니다! 이 창을 닫으면 해당 물건을 구매하실 수 없습니다.	注意：这是个一次性特惠！如果关闭此窗口，您将再也无法购买它。	注意：這是一次性的優惠！如果您關閉此窗口，您將無法再次購買。	Dikkat: Bu tek seferlik bir tekliftir! Bu pencereyi kapatırsanız, bir daha satın alamazsınız.	ข้อควรระวัง: นี่เป็นข้อเสนอครั้งเดียวเท่านั้น! หากคุณปิดหน้าต่างนี้คุณจะไม่สามารถซื้อมันได้อีก	Attenzione: questa è un'offerta unica! Se chiudi questa finestra, non potrai più approfittarne.	Perhatian: ini adalah penawaran satu kali! Jika kau tutup jendela ini, kau tidak akan dapat lagi membelinya.
back	Вернуться	Back	Atrás	Atrás	Voltar	Retroceder	Retour	Zurück	戻る	뒤로	返回	返回	Geri	ย้อนกลับ	Indietro	Kembali
close	Закрыть	Close	Cerrar	Cerrar	Fechar	Fechar	Fermer	Schließen	閉じる	닫기	关闭	關閉	Kapat	ปิด	Chiudi	Tutup
offer_onetime	РАЗОВОЕ ПРЕДЛОЖЕНИЕ	ONE-TIME OFFER	OFERTA ÚNICA	OFERTA ÚNICA	OFERTA ÚNICA	OFERTA ÚNICA	OFFRE UNIQUE	EINMALIGES ANGEBOT	1回限定オファー	단 한 번의 구매 찬스	一次性特惠	一次性優惠	TEK SEFERLİK TEKLİF	ข้อเสนอครั้งเดียว	OFFERTA UNICA	PENAWARAN SATU KALI
start_alien_invasion_message	Откройте и соедините всех существ, чтобы победить.	Open and merge all creatures to win.	Abre y combina todas las criaturas para ganar.	Abre y combina todas las criaturas para ganar.	Abra e mescle todas as criaturas para ganhar.	Abre e mistura todas as criaturas para ganhares.	Ouvrir et fusionner toutes les créatures pour gagner.	Schalte alle Wesen frei und fusioniere sie, um zu gewinnen.	勝利を目指して、すべての生き物を開いて混ぜる。	승리하려면 모든 생물을 개방하고 합치세요.	打开并合并所有生物以获胜。	打開並且融合所有生物來獲勝	Kazanmak için tüm yaratıkları aç ve birleştir.	เปิดและรวมสิ่งมีชีวิตทั้งหมดเพื่อชัยชนะ	Apri e unisci tutte le creature per vincere.	Buka dan gabungkan semua makhluk untuk menang.
start_alien_invasion_desc	Разгромите корабль пришельцев, чтобы спасити вашу планету!	Crush the alien ship to save your planet!	¡Destruye la nave alienígena y salva el planeta!	¡Destruye la nave alienígena y salva el planeta!	Destrua a nave alienígena para salvar seu planeta!	Destrói a nave extraterrestre para salvares o teu planeta!	Explosez le vaisseau alien pour sauver votre planète !	Zerstöre das Alien-Raumschiff und rette die Erde!	エイリアンの宇宙船を破壊して世界を守ろう！	지구를 구하려면 외계 함대를 부수세요!	粉碎外星人的船来拯救你的星球！	打敗外星飛船並拯救你的星球	Gezegeni kurtarmak için yaratık gemisini imha et!	ทำลายเรือมนุษย์ต่างดาวเพื่อช่วยโลกของคุณ!	Distruggi l'astronave aliena per salvare il tuo pianeta!	Hancurkan pesawat alien untuk menyelamatkan planetmu!
start_alien_invasion_title	ВТОРЖЕНИЕ	INVASION	INVASIÓN	INVASIÓN	INVASÃO	INVASÃO	INVATION	INVASION	侵略	침략	侵略	入侵	İSTİLA	การบุกรุก	INVASIONE	INVASI
begin_game_event	СТАРТ	START	EMPEZAR	EMPEZAR	INICIAR	INICIAR	DÉMARRER	START	スタート	시작	开始	開始	BAŞLA	เริ่มต้น	INIZIA	MULAI
victory_game_event_message	Пришельцы разгромлены! Поздравляем с победой!	Aliens are defeated! Congratulations!	¡Alienígenas derrotados! ¡Enhorabuena!	¡Alienígenas derrotados! ¡Enhorabuena!	Os alienígenas foram derrotados! Parabéns!	Os extraterrestres foram derrotados! Parabéns!	Aliens vaincus ! Félicitations !	Die Aliens wurden besiegt! Glückwunsch!	エイリアンの負け！おめでとうございます！	외계인을 물리쳤어요! 축하합니다!	外星人被打败！恭喜！	外星人輸了！恭喜！	Yaratıklar yenildi! Tebrikler!	มนุษย์ต่างดาวพ่ายแพ้ไปแล้ว! ขอแสดงความยินดีด้วย!	Hai sconfitto gli alieni! Complimenti!	Alien telah dikalahkan! Selamat!
lost_game_event_message	О нет, время вышло! Мы не успели уничтожить пришельцев. Вы можете начать сначала или продлить ивент. 	Oh no, time is up! We didn't destroy the aliens yet. You can start over or extend the event.	¡Oh no! ¡Se ha acabado el tiempo! Todavía no hemos destruido a los alienígenas. Puedes empezar de nuevo o ampliar el evento.	¡Oh no! ¡Se ha acabado el tiempo! Todavía no hemos destruido a los alienígenas. Puedes empezar de nuevo o ampliar el evento.	Ah não, o tempo acabou! Não destruímos os alienígenas. Você pode começar de novo ou prorrogar o evento.	Ah não, acabou o tempo! Não destruímos os extraterrestres. Podes começar de novo ou prolongar o evento.	Oh non, le temps est écoulé ! Nous n'avons pas encore détruit le vaisseau alien. Vous pouvez recommander ou rallonger la durée de l'événement.	Oh, nein! Die Zeit ist um! Die Aliens sind nicht besiegt. Starte neu oder verlängere das Ereignis.	時間切れです！エイリアンを破壊できていません。もう一度挑戦するか、イベントを延長してください。	오, 이런, 제한시간이 끝났어요! 외계인을 아직 물리치지 못했어요. 처음부터 다시 시작하거나 시간을 연장하실 수 있습니다.	啊，不，时间到了！我们还没有摧毁外星人呢。你可以重新开始或延长活动。	不好，時間到了！我們還沒能把外星人打敗。您可以重來，也可以延長活動時間。	Hay aksi, zaman doldu! Henüz yaratıkları yok etmedik. Baştan başlayabilir veya etkinliği uzatabilirsin.	โอ้ไม่ เวลาหมดแล้ว! เรายังไม่ได้ทำลายมนุษย์ต่างดาวเลย คุณสามารถเริ่มใหม่หรือต่อเวลาการเล่น	Oh no, il tempo è scaduto! Non abbiamo ancora distrutto gli alieni. Puoi ricominciare o prolungare l'evento.	Oh tidak, waktu telah habis! Kita belum menghancurkan alien. Kamu bisa memulai ulang atau memperpanjang acara.
continue	ПРОДОЛЖИТЬ	CONTINUE	CONTINUAR	CONTINUAR	CONTINUAR	CONTINUAR	CONTINUER	WEITER	続行	계속하기	继续	繼續	DEVAM ET	ดำเนินการต่อ	CONTINUA	LANJUTKAN
start_carnage_message	ПОСМОТРИТЕ ВИДЕО, ЧТОБЫ ЗАПУСТИТЬ БОЙНЮ!	WATCH A VIDEO TO START THE CARNAGE!	¡VE UN VÍDEO PARA EMPEZAR LA CARNICERÍA!	¡VE UN VÍDEO PARA EMPEZAR LA CARNICERÍA!	ASSISTA A UM VÍDEO PARA COMEÇAR A CARNIFICINA!	VER UM VÍDEO PARA COMEÇAR A CARNIFICINA!	REGARDEZ UNE VIDÉO POUR COMMENCER LE CARNAGE !	SIEH DIR EIN VIDEO AN UND STARTE DAS GEMETZEL!	敵の打倒を開始するには、ビデオをご覧ください！	외계인 학살을 시작하고 싶다면 광고를 보세요!	观看视频开始大逃杀！	觀看一個視頻來開始屠殺把！	KATLİAM BAŞLATMAK İÇİN BİR VİDEO İZLE!	ดูวิดีโอเพื่อเริ่มต้นการสังหาร!	GUARDA UN VIDEO PER INIZIARE IL MASSACRO!	TONTON VIDEO UNTUK MEMULAI PEMBANTAIAN!
carnage_reward	ВАШИ ТРОФЕИ:	YOUR TROPHIES:	TUS TROFEOS:	TUS TROFEOS:	SEUS TROFÉUS:	OS TEUS TROFÉUS:	VOS TROPHÉES :	DEINE TROPHÄEN:	トロフィー：	트로피:	你的战利品：	您的獎杯：	ÖDÜLLERİN:	ถ้วยรางวัลของคุณ:	I TUOI TROFEI:	TROFIMU:
skip_carnage_timer	УСКОРИТЬ	SKIP TIMER	TEMPORIZADOR DE OMISIÓN	OMITIR TEMPORIZADOR	PULAR TEMPORIZADOR	SALTAR TEMPORIZADOR	IGNORER LE CHRONOMÈTRE	TIMER ÜBERSPRINGEN	スキップタイマー	타이머 스킵	跳过计时器	跳過計時器	ATLAMA ZAMANLAYICISI	ข้ามการจับเวลา	SALTA IL TIMER	LEWATI PENGHITUNG WAKTU
upgrade_eventbubletime_title	Ускоренная тренировка	Accelerated Training	Instrucción acelerada	Instrucción acelerada	Treinamento acelerado	Treino acelerado	Entraînement accéléré	Beschleunigtes Training	高速トレーニング	훈련 가속	加速训练	加速訓練	Hızlandırılmış Eğitim	การฝึกอบรมแบบเร่งด่วน	Formazione accelerata	Pelatihan Dipercepat
upgrade_eventbubletime_description	Ускоряет появление десантных капсул.	Decreases time of landing capsules' appearance.	Reduce el tiempo de aparición de las cápsulas de aterrizaje.	Reduce el tiempo de aparición de las cápsulas de aterrizaje.	Diminui o intervalo de aparição das cápsulas de aterrissagem.	Diminui o intervalo de aparecimento das cápsulas de aterragem.	Réduit de délai d'apparition des capsultes d'atterrissage.	Verkürzt die Zeit bis zum Erscheinen der Landekapsel.	上陸カプセル表示時間を短くする	착륙 캡슐이 출연하는 시간을 늦춰줍니다.	减少着陆舱出现的时间。	減少登陸膠囊的出現時間。	İniş kapsüllerinin görünme süresini azaltır.	ลดเวลาการปรากฏตัวของแคปซูลเดินทาง	Diminuisce il tempo di visualizzazione delle capsule.	Kurangi waktu munculnya kapsul pendaratan.
upgrade_playerdamage_title	Огневая мощь	Fire Power	Potencia de fuego	Potencia de fuego	Poder de fogo	Poder de fogo	Puissance de feu	Feuerkraft	火力	화력	火力	火力	Ateş Gücü	พลังการยิง	Potenziamento dei colpi	Kekuatan Tembakan
upgrade_playerdamage_description	Увеличивает урон, наносимый пришельцам при тапе. 	Increases damage done to aliens by a tap.	Incrementa los daños infligidos a alienígenas con un toque.	Incrementa los daños infligidos a alienígenas con un toque.	Aumenta o dano causado a alienígenas em um toque.	Aumenta o dano causado a extraterrestres com um toque.	Augmente les dégâts infligés aux aliens par un simple appui.	Der Schaden, der Aliens zugefügt wird, erhöht sich durch ein Tippen.	タップしてエイリアンへのダメージを増加します。	탭으로 외계인에게 가하는 데미지를 증가해줍니다.	轻击一下，增加对外星人的伤害。	增加對外星人的點擊傷害	Yaratıklara bir dokunuşta verilen hasarı arttırır.	เพิ่มความเสียหายให้กับมนุษย์ต่างดาวโดยการแตะ	Aumenta i danni inflitti agli alieni con un semplice tocco.	Tingkatkan kerusakan pada alien dengan sekali ketuk.
upgrade_bubblecharges_title	Ракета-носитель	Mother Missile	Misil nodriza	Misil nodriza	Míssil Mãe	Míssil Mãe	Missile mère	Mutterrakete	マザーミサイル	마더 미사일	运载导弹	媽媽導彈	Füzelerin Anası	ขีปนาวุธตัวแม่	Missile Madre	Rudal Induk
upgrade_bubblecharges_description	Позволяет накапливать несколько десантных капсул.	Allows you to accumulate several landing capsules.	Permite acumular varias cápsulas de aterrizaje.	Permite acumular varias cápsulas de aterrizaje.	Permite acumular várias cápsulas de aterrissagem.	Permite acumular várias cápsulas de aterragem.	Vous permet d'accumuler plusieurs capsules d'atterrissage.	Du kannst mehrere Landekapseln sammeln.	複数の上陸カプセルを貯められるようになります。	착륙 캡슐을 여러 개 모을 수 있습니다.	可让你累积多个着陆舱。	允許您積累數個登陸膠囊。	Birkaç iniş kapsülü biriktirmene olanak tanır.	ช่วยให้คุณสามารถสะสมแคปซูลเดินทางได้หลายอัน	Consente di accumulare diverse capsule.	Memungkinkan mengakumulasi beberapa kapsul pendaratan.
upgrade_enemieslevel_title	Уровень пришельцев	Alien Level	Nivel alienígena	Nivel alienígena	Nível Alienígena	Nível extraterrestre	Niveau d'alien	Alien-Level	エイリアンレベル	외계인 레벨	外星人级别	外星人等級	Yaratık Seviyesi	ระดับของมนุษย์ต่างดาว	Livello alieno	Level Alien
upgrade_enemieslevel_description	Увеличивает силу пришельцев и награду за их уничтожение.	Increases the aliens' power and the reward for their destruction.	Aumenta la potencia de los alienígenas y la recompensa por destruirlos.	Aumenta la potencia de los alienígenas y la recompensa por destruirlos.	Aumenta o poder dos alienígenas e a recompensa pela sua destruição.	Aumenta o poder dos extraterrestres e a recompensa pela sua destruição.	Augmente la puissance des aliens et la récompense pour leur destruction.	Die Kraft der Aliens und die Belohnung für ihre Zerstörung erhöhen sich.	エイリアンのパワーを高め、破壊した場合の報酬も増加できます。	외계인의 무력과 무찔렀을 때 보상이 증가합니다.	提高外星人的威力及其摧毁奖励。	增加外星人的等級以及他們的獎勵掉落。	Yaratıkların gücünü ve yıkımları için verilen ödülü arttırır.	เพิ่มพลังของมนุษย์ต่างดาวและรางวัลสำหรับการทำลายล้างของพวกเขา	Aumenta la forza degli alieni e la ricompensa per la loro distruzione.	Tingkatkan kekuatan alien dan hadiah untuk menghancurkan mereka.
game_event_reward	Награда: {0}	Reward: {0}	Recompensa: {0}	Recompensa: {0}	Recompensa: {0}	Recompensa: {0}	Récompense : {0}	Belohnung: {0}	報酬: {0}	보상: {0}	奖励：{0}	獎勵：{0}	Ödül: {0}	รางวัล: {0}	Ricompensa: {0}	Hadiah: {0}
event_time_out	Время вышло	Time is up	Se ha acabado el tiempo	Se ha acabado el tiempo	Tempo esgotado	Tempo esgotado	Temps écoulé	Die Zeit ist um	時間切れです	시간이 다 되었습니다	时间到了	時間已到	Zaman doldu	เวลาหมดแล้ว	Tempo scaduto	Waktu habis
tutorial_aliens_attacking	НА НАС НАПАЛИ!	WE ARE UNDER ATTACK!	¡NOS ESTÁN ATACANDO!	¡NOS ESTÁN ATACANDO!	ESTAMOS SOB ATAQUE!	ESTAMOS A SER ATACADOS!	NOUS SUBISSONS UNE ATTAQUE !	WIR WERDEN ANGEGRIFFEN!	攻撃を受けています！	침략당했습니다!	我们正在受到攻击！	我們正在遭受攻擊！	SALDIRI ALTINDAYIZ!	เรากำลังถูกโจมตี!	CI STANNO ATTACCANDO!	KITA DISERANG!
tutorial_kill_all_aliens	ТАПАЙТЕ, ЧТОБЫ УБИВАТЬ ПРИШЕЛЬЦЕВ!	TAP TO KILL THE ALIENS!	¡TOCA PARA MATAR A LOS ALIENÍGENAS!	¡TOCA PARA MATAR A LOS ALIENÍGENAS!	TOQUE PARA EXTERMINAR OS ALIENÍGENAS!	TOCA PARA EXTERMINAR OS EXTRATERRESTRES!	APPUYEZ POUR TUER LES ALIENS !	ZUM TÖTEN DER ALIENS TIPPEN!	タップしてエイリアンをキル！	외계인을 죽이려면 탭하세요!	轻击杀死外星人！	點擊以擊殺外星人！	YARATIKLARI ÖLDÜRMEK İÇİN DOKUN!	แตะเพื่อฆ่าเหล่ามนุษย์ต่างดาว!	TOCCA PER UCCIDERE GLI ALIENI!	KETUK UNTUK MEMBUNUH ALIEN!
